desshift,id,desvalue,address,hair_color,license_number,desfontcolor,srcregionfontcolor,srcfontsize,desname,srcfontstyle,srcregionfontsize,srcregionbbox,desregionbbox,name,srcvalue,desregionfontcolor,srcfontcolor,srcbbox,desfontsize,desregionvalue,fraudpattern,desbbox,ethnicity,eye_color,desfontstyle,id_stripped,desregionfontsize,is_donor,srcregionfontstyle,is_fraud,weight,expire_date,birthday,desregionfontstyle,height,issue_date,class,srcregionvalue,gender,srcname,srcshift,is_veteran
[],generated.photos_v3_0018663_fake_948,05/29/2025,"154 Copper Basin Road, Prescott, AZ 86301",BRO,D76467645,"[0, 0, 0]",[],21.0,,Arial_Bold.ttf,,[],[],Ronald Hill,05/29/2025,[],"[54, 38, 42]","[426, 79, 534, 100]",18.0,,Fraud5_inpaint_and_rewrite,"[426, 79, 534, 100]",white,BRO,DejaVuSerifCondensed-BoldItalic.ttf,generated.photos_v3_0018663,,False,,True,220 lb,2025-05-29,1996-04-07,,5'-02'',2020-05-29,B,,M,,[],False
"[[8, 6], [0, 8]]",generated_fake_2_6,,,,,[],"[53, 45, 24]",,generated.photos_v3_0510611.png,,21.0,"[426, 102, 534, 123]","[170, 315, 180, 329]",,,"[51, 56, 41]",[],[],,B,Fraud6_crop_and_replace,[],,,,,14.0,,Arial_Bold.ttf,True,,,,Arial_Bold.ttf,,,,06/20/1995,,generated.photos_v3_0670337.png,"[[0, 8], [8, 6]]",
[],generated.photos_v3_0009540_fake_2642,B,"2885 Otero Avenue, Bisbee, AZ 85603",BRO,D05351988,"[0, 0, 0]",[],14.0,,Arial_Bold.ttf,,[],[],Alyssa Cruz,B,[],"[51, 56, 41]","[170, 315, 180, 329]",10.0,,Fraud5_inpaint_and_rewrite,"[170, 315, 180, 329]",latino,BRO,DejaVuSerif-BoldItalic.ttf,generated.photos_v3_0009540,,True,,True,101 lb,2026-04-20,1996-05-06,,5'-04'',2021-04-20,B,,F,,[],False
[],generated.photos_v3_0009638_fake_2734,227 MILLER ROAD,"227 Miller Road, Scottsdale, AZ 85250",BLK,D38104481,"[0, 0, 0]",[],14.0,,Arial_Bold.ttf,,[],[],Xia Patel,227 MILLER ROAD,[],"[47, 38, 42]","[184, 199, 310, 213]",14.0,,Fraud5_inpaint_and_rewrite,"[184, 199, 310, 213]",asian,BRO,DejaVuSerifCondensed-Italic.ttf,generated.photos_v3_0009638,,False,,True,151 lb,2028-11-16,1996-12-23,,6'-00'',2023-11-16,A,,F,,[],False
[],generated.photos_v3_0003285_fake_2066,09/19/2028,"45 Sarival Avenue, Goodyear, AZ 85338",BRO,D52764538,"[0, 0, 0]",[],21.0,,Arial_Bold.ttf,,[],[],Madison Jones,09/19/2028,[],"[54, 38, 42]","[426, 79, 534, 100]",20.0,,Fraud5_inpaint_and_rewrite,"[426, 79, 534, 100]",white,BRO,DejaVuSansCondensed.ttf,generated.photos_v3_0003285,,False,,True,196 lb,2028-09-19,1999-05-02,,7'-07'',2023-09-19,D,,F,,[],False
"[[3, 1], [9, 4]]",generated_fake_2_94,,,,,[],"[53, 42, 51]",,generated.photos_v3_0680173.png,,20.0,"[334, 332, 434, 352]","[169, 254, 178, 269]",,,"[40, 39, 23]",[],[],,F,Fraud6_crop_and_replace,[],,,,,15.0,,Arial_Bold.ttf,True,,,,Arial_Bold.ttf,,,,05/22/1988,,generated.photos_v3_0344383.png,"[[9, 4], [3, 1]]",
"[[9, 7], [3, 8]]",generated_fake_2_80,,,,,[],"[55, 33, 28]",,generated.photos_v3_0701585.png,,13.0,"[196, 333, 308, 346]","[498, 324, 554, 338]",,,"[149, 156, 130]",[],[],,03/20/98,Fraud6_crop_and_replace,[],,,,,14.0,,Arial_Bold.ttf,True,,,,Arial_Bold.ttf,,,,0000000000004637,,generated.photos_v3_0195553.png,"[[3, 8], [9, 7]]",
"[[5, 6], [1, 4]]",generated_fake_2_57,,,,,[],"[45, 36, 46]",,generated.photos_v3_0990057_0853581_0959325.png,,14.0,"[170, 284, 180, 298]","[221, 284, 261, 298]",,,"[24, 44, 34]",[],[],,NONE,Fraud6_crop_and_replace,[],,,,,14.0,,Arial_Bold.ttf,True,,,,Arial_Bold.ttf,,,,A,,generated.photos_v3_0329515.png,"[[1, 4], [5, 6]]",
"[[0, 7], [0, 9]]",generated_fake_2_43,,,,,[],"[53, 42, 51]",,generated.photos_v3_0644166.png,,20.0,"[334, 332, 434, 352]","[170, 284, 180, 298]",,,"[45, 36, 46]",[],[],,B,Fraud6_crop_and_replace,[],,,,,14.0,,Arial_Bold.ttf,True,,,,Arial_Bold.ttf,,,,02/24/1990,,generated.photos_v3_0936864.png,"[[0, 9], [0, 7]]",
,generated.photos_v3_0081593,,"624 Superstition Boulevard, Apache Junction, AZ 85120",BRO,D90236684,,,,,,,,,Jack Martin,,,,,,,,,white,BRO,,generated.photos_v3_0081593,,False,,False,142 lb,2025-05-09,1993-11-23,,5'-10'',2020-05-09,B,,M,,,False
,generated.photos_v3_0054386,,"51 La Canada Drive, Oro Valley, AZ 85737",BRO,D90554937,,,,,,,,,Sofia Campos,,,,,,,,,latino,BRO,,generated.photos_v3_0054386,,False,,False,196 lb,2027-10-19,1995-07-08,,5'-03'',2022-10-19,D,,F,,,False
,generated.photos_v3_0059996_0728435_0596177,,"243 Yuma Road, Buckeye, AZ 85326",BLK,D54854419,,,,,,,,,Nakia Wells,,,,,,,,,black,BRO,,generated.photos_v3_0059996_0728435_0596177,,False,,False,158 lb,2026-10-19,1993-09-11,,6'-05'',2021-10-19,D,,F,,,False
,generated.photos_v3_0093154,,"4251 John Wayne Parkway, Maricopa, AZ 85138",BRO,D83539241,,,,,,,,,Victoria Chavez,,,,,,,,,latino,BRO,,generated.photos_v3_0093154,,False,,False,195 lb,2026-11-12,1998-08-31,,5'-06'',2021-11-12,C,,F,,,False
,generated.photos_v3_0039817,,"8417 Stone Avenue, Tucson, AZ 85701",BRO,D04447999,,,,,,,,,Tyreek Reed,,,,,,,,,black,BRO,,generated.photos_v3_0039817,,False,,False,211 lb,2029-02-15,2003-07-08,,5'-02'',2024-02-15,C,,M,,,False
,generated.photos_v3_0069833_0379607_0739132,,"1835 Airport Road, Payson, AZ 85541",BRO,D44019158,,,,,,,,,Laquan Williams,,,,,,,,,black,BRO,,generated.photos_v3_0069833_0379607_0739132,,False,,False,218 lb,2029-07-23,2001-10-04,,7'-01'',2024-07-23,C,,M,,,False
,generated.photos_v3_0012338,,"82 La Canada Drive, Oro Valley, AZ 85737",BRO,D29613527,,,,,,,,,Alexander Miller,,,,,,,,,white,BRO,,generated.photos_v3_0012338,,False,,False,167 lb,2029-07-13,1994-05-29,,5'-00'',2024-07-13,D,,M,,,False
,generated.photos_v3_0096038,,"2491 Litchfield Road, Surprise, AZ 85374",BRO,D26577552,,,,,,,,,Jin Ae Choi,,,,,,,,,asian,BRO,,generated.photos_v3_0096038,,False,,False,109 lb,2029-01-24,1997-11-20,,5'-01'',2024-01-24,B,,F,,,False
,generated.photos_v3_0078446,,"70 El Mirage Road, El Mirage, AZ 85335",BRO,D91670519,,,,,,,,,Evangeline Nelson,,,,,,,,,white,BRO,,generated.photos_v3_0078446,,False,,False,160 lb,2026-08-15,1999-11-29,,5'-10'',2021-08-15,B,,F,,,False
,generated.photos_v3_0022323_0464159_0410350,,"6516 Grand Avenue, Peoria, AZ 85345",BLK,D62386119,,,,,,,,,Anusha Das,,,,,,,,,asian,BRO,,generated.photos_v3_0022323_0464159_0410350,,True,,False,173 lb,2026-02-04,2000-03-24,,7'-11'',2021-02-04,C,,F,,,False
,generated.photos_v3_0046219,,"9807 El Mirage Road, El Mirage, AZ 85335",BRO,D74807358,,,,,,,,,Melissa Gomez,,,,,,,,,latino,BRO,,generated.photos_v3_0046219,,False,,False,198 lb,2026-03-22,1994-01-29,,5'-07'',2021-03-22,C,,F,,,False
,generated.photos_v3_0068696,,"475 Deer Run Drive, Sierra Vista, AZ 85635",BRO,D07766306,,,,,,,,,Peter Mitchell,,,,,,,,,white,BRO,,generated.photos_v3_0068696,,False,,False,137 lb,2026-02-24,1983-10-28,,5'-05'',2021-02-24,B,,M,,,False
,generated.photos_v3_0051981,,"1786 Beeline Highway, Payson, AZ 85541",BRO,D10685975,,,,,,,,,Haruka Nguyen,,,,,,,,,asian,BRO,,generated.photos_v3_0051981,,False,,False,176 lb,2028-08-11,2000-12-09,,6'-10'',2023-08-11,C,,F,,,True
,generated.photos_v3_0012112,,"99 S. Forest Park Drive, Payson, AZ 85541",BRO,D53631416,,,,,,,,,Aaron Scott,,,,,,,,,white,BRO,,generated.photos_v3_0012112,,False,,False,237 lb,2025-02-24,1990-05-15,,6'-08'',2020-02-24,A,,M,,,False
,generated.photos_v3_0056988,,"87 Sun City Grand Boulevard, Surprise, AZ 85374",BLK,D41605942,,,,,,,,,Demarcus Jones,,,,,,,,,black,BRO,,generated.photos_v3_0056988,,False,,False,161 lb,2029-03-23,2001-04-29,,5'-04'',2024-03-23,B,,M,,,False
,generated.photos_v3_0026783_0633995_0825346,,"2334 Bell Road, Peoria, AZ 85345",BRO,D63827639,,,,,,,,,Nakia Edwards,,,,,,,,,black,BRO,,generated.photos_v3_0026783_0633995_0825346,,False,,False,191 lb,2029-10-21,1995-08-14,,7'-10'',2024-10-21,D,,F,,,False
,generated.photos_v3_0062230,,"1636 Hunt Highway, Florence, AZ 85132",BLK,D73094461,,,,,,,,,Mario Valdez,,,,,,,,,latino,BRO,,generated.photos_v3_0062230,,True,,False,110 lb,2029-03-15,1992-12-20,,6'-07'',2024-03-15,B,,M,,,False
,generated.photos_v3_0015721,,"85 University Drive, Tempe, AZ 85281",BRO,D93808463,,,,,,,,,Arturo Alvarez,,,,,,,,,latino,BRO,,generated.photos_v3_0015721,,False,,False,244 lb,2028-04-20,1999-07-05,,7'-11'',2023-04-20,A,,M,,,False
,generated.photos_v3_0047729,,"226 91st Avenue, Peoria, AZ 85345",BRO,D19589860,,,,,,,,,Ava Ramirez,,,,,,,,,latino,BRO,,generated.photos_v3_0047729,,False,,False,186 lb,2025-07-27,1991-02-05,,5'-02'',2020-07-27,A,,F,,,True
,generated.photos_v3_0109863,,"9779 Northern Avenue, El Mirage, AZ 85335",BRO,D01527687,,,,,,,,,Seung Tran,,,,,,,,,asian,BRO,,generated.photos_v3_0109863,,False,,False,128 lb,2026-10-14,1999-02-28,,5'-11'',2021-10-14,A,,M,,,False
,generated.photos_v3_0035618,,"854 Main Street, Payson, AZ 85541",BRO,D61545417,,,,,,,,,David Wright,,,,,,,,,white,BRO,,generated.photos_v3_0035618,,False,,False,122 lb,2029-04-30,1991-05-20,,5'-05'',2024-04-30,B,,M,,,False
,generated.photos_v3_0026102,,"397 Thunderbird Road, El Mirage, AZ 85335",BLK,D12323237,,,,,,,,,Abigail Cruz,,,,,,,,,latino,BRO,,generated.photos_v3_0026102,,False,,False,114 lb,2028-08-14,2001-11-21,,5'-04'',2023-08-14,B,,F,,,False
,generated.photos_v3_0032605,,"19 Main Street, Somerton, AZ 85350",BRO,D48015996,,,,,,,,,Jose Wade,,,,,,,,,white,BRO,,generated.photos_v3_0032605,,False,,False,134 lb,2028-03-15,1997-02-09,,5'-10'',2023-03-15,B,,M,,,True
,generated.photos_v3_0058749_0041322_0744423,,"77 Sheldon Street, Prescott, AZ 86301",BLK,D32494958,,,,,,,,,Shaniqua Stewart,,,,,,,,,black,BRO,,generated.photos_v3_0058749_0041322_0744423,,False,,False,110 lb,2026-10-27,1993-05-13,,5'-10'',2021-10-27,B,,F,,,True
,generated.photos_v3_0032188,,"924 Watson Road, Buckeye, AZ 85326",BRO,D46864190,,,,,,,,,Ayumi Fujimoto,,,,,,,,,asian,BRO,,generated.photos_v3_0032188,,False,,False,137 lb,2025-02-07,1993-06-26,,6'-10'',2020-02-07,B,,F,,,False
,generated.photos_v3_0047729_0931598_0857959,,"58 10th Street, Douglas, AZ 85607",BLK,D83379643,,,,,,,,,Donte Young,,,,,,,,,black,BRO,,generated.photos_v3_0047729_0931598_0857959,,False,,False,142 lb,2028-03-20,1996-03-05,,6'-07'',2023-03-20,D,,M,,,False
,generated.photos_v3_0102710,,"71 Garden Lakes Parkway, Avondale, AZ 85323",BRO,D33274246,,,,,,,,,Kamila Turner,,,,,,,,,white,GRA,,generated.photos_v3_0102710,,False,,False,104 lb,2025-08-22,1990-02-06,,5'-08'',2020-08-22,C,,F,,,False
,generated.photos_v3_0086523_0365732_0940276,,"646 Bradford Road, Payson, AZ 85541",BLK,D59484448,,,,,,,,,Demetrius Watson,,,,,,,,,black,BRO,,generated.photos_v3_0086523_0365732_0940276,,False,,False,249 lb,2029-06-01,1996-06-13,,5'-10'',2024-06-01,B,,M,,,False
,generated.photos_v3_0110314,,"4254 Lynch Canyon Drive, Bisbee, AZ 85603",BRO,D01182456,,,,,,,,,Kamila Rivera,,,,,,,,,white,GRA,,generated.photos_v3_0110314,,True,,False,145 lb,2027-09-16,1994-07-27,,7'-11'',2022-09-16,D,,F,,,False
,generated.photos_v3_0085040_0975120_0992722,,"75 Miller Road, Buckeye, AZ 85326",BRO,D22494976,,,,,,,,,Quincy Cook,,,,,,,,,black,BRO,,generated.photos_v3_0085040_0975120_0992722,,False,,False,205 lb,2028-08-17,1990-03-18,,5'-11'',2023-08-17,B,,M,,,False
,generated.photos_v3_0087726,,"985 Aspen Avenue, Flagstaff, AZ 86001",BRO,D51680516,,,,,,,,,Emilia Campos,,,,,,,,,latino,BRO,,generated.photos_v3_0087726,,False,,False,186 lb,2026-07-18,1998-09-10,,6'-10'',2021-07-18,C,,F,,,False
,generated.photos_v3_0033283,,"36 1st Avenue, Oro Valley, AZ 85737",BRO,D71508666,,,,,,,,,Melissa Munoz,,,,,,,,,latino,BRO,,generated.photos_v3_0033283,,False,,False,160 lb,2027-04-12,1996-03-10,,5'-09'',2022-04-12,B,,F,,,False
,generated.photos_v3_0082138,,"37 Main Street, Eloy, AZ 85131",BRO,D60489394,,,,,,,,,Emily Vasquez,,,,,,,,,latino,BRO,,generated.photos_v3_0082138,,False,,False,196 lb,2028-12-12,2002-04-21,,7'-04'',2023-12-12,A,,F,,,False
,generated.photos_v3_0009862,,"276 Avenue A, Yuma, AZ 85364",BRO,D30177224,,,,,,,,,Abigail Munoz,,,,,,,,,latino,BRO,,generated.photos_v3_0009862,,False,,False,150 lb,2026-07-12,1995-01-10,,5'-04'',2021-07-12,D,,F,,,False
,generated.photos_v3_0066094,,"47 Pima Road, Scottsdale, AZ 85250",BRO,D87466725,,,,,,,,,Patrick Williams,,,,,,,,,white,BRO,,generated.photos_v3_0066094,,False,,False,153 lb,2028-12-14,1995-05-29,,6'-08'',2023-12-14,B,,M,,,False
,generated.photos_v3_0096415,,"416 Toole Avenue, Tucson, AZ 85701",BLK,D80773510,,,,,,,,,Rohan Miyamoto,,,,,,,,,asian,BRO,,generated.photos_v3_0096415,,False,,False,110 lb,2029-12-14,2001-03-26,,7'-08'',2024-12-14,D,,M,,,False
,generated.photos_v3_0059996_0728435_0939903,,"9010 Carleton Street, Prescott, AZ 86301",BLK,D09339639,,,,,,,,,Kesha Ward,,,,,,,,,black,BRO,,generated.photos_v3_0059996_0728435_0939903,,False,,False,144 lb,2029-03-07,1998-07-11,,5'-01'',2024-03-07,D,,F,,,False
,generated.photos_v3_0093237,,"12 Smoketree Avenue, Lake Havasu City, AZ 86403",BRO,D25427128,,,,,,,,,Harper White,,,,,,,,,white,BLU,,generated.photos_v3_0093237,,False,,False,109 lb,2027-08-26,1991-10-11,,7'-11'',2022-08-26,D,,F,,,False
,generated.photos_v3_0103624,,"619 Litchfield Road, Goodyear, AZ 85338",BRO,D71974932,,,,,,,,,Haruka Huang,,,,,,,,,asian,BRO,,generated.photos_v3_0103624,,False,,False,132 lb,2028-10-30,1995-07-09,,7'-05'',2023-10-30,C,,F,,,False
,generated.photos_v3_0075573_0131493_0001510,,"33 Alterra Parkway, Maricopa, AZ 85138",BLK,D94310984,,,,,,,,,Terrance Smith,,,,,,,,,black,BRO,,generated.photos_v3_0075573_0131493_0001510,,True,,False,156 lb,2029-06-21,2001-09-12,,6'-06'',2024-06-21,B,,M,,,False
,generated.photos_v3_0059996_0728435_0499655,,"61 Monroe Avenue, Buckeye, AZ 85326",BRO,D34239841,,,,,,,,,Latasha Fisher,,,,,,,,,black,BRO,,generated.photos_v3_0059996_0728435_0499655,,False,,False,145 lb,2029-06-06,1994-03-05,,5'-02'',2024-06-06,D,,F,,,True
,generated.photos_v3_0104765,,"966 Cactus Road, Surprise, AZ 85374",BRO,D67879365,,,,,,,,,Camila Romero,,,,,,,,,latino,BRO,,generated.photos_v3_0104765,,False,,False,109 lb,2025-05-09,1991-12-28,,7'-05'',2020-05-09,C,,F,,,False
,generated.photos_v3_0082266,,"1368 Lindsay Road, Mesa, AZ 85201",BRO,D19874740,,,,,,,,,Emma Robinson,,,,,,,,,white,BRO,,generated.photos_v3_0082266,,False,,False,137 lb,2028-01-31,2000-05-08,,6'-03'',2023-01-31,C,,F,,,False
,generated.photos_v3_0107250,,"6685 4th Avenue, Yuma, AZ 85364",BRO,D24384046,,,,,,,,,Sarika Lin,,,,,,,,,asian,BRO,,generated.photos_v3_0107250,,False,,False,142 lb,2028-06-26,2001-09-06,,5'-07'',2023-06-26,C,,F,,,False
,generated.photos_v3_0021726_0081156_0970438,,"494 Maricopa Street, Avondale, AZ 85323",BLK,D41524534,,,,,,,,,Mia Brooks,,,,,,,,,black,BRO,,generated.photos_v3_0021726_0081156_0970438,,False,,False,115 lb,2028-05-01,1993-08-14,,6'-04'',2023-05-01,D,,F,,,False
,generated.photos_v3_0111624,,"6271 Deer Valley Road, Peoria, AZ 85345",BLK,D88083585,,,,,,,,,Emilio Castillo,,,,,,,,,latino,BRO,,generated.photos_v3_0111624,,False,,False,187 lb,2025-12-18,1991-07-14,,6'-06'',2020-12-18,A,,M,,,True
,generated.photos_v3_0024112,,"542 Naranja Drive, Oro Valley, AZ 85737",BRO,D20649653,,,,,,,,,Haruka Lin,,,,,,,,,asian,BRO,,generated.photos_v3_0024112,,False,,False,146 lb,2027-02-13,2002-03-18,,7'-06'',2022-02-13,A,,F,,,False
,generated.photos_v3_0055927,,"612 W. Mesa Verde Drive, Nogales, AZ 85621",BLK,D59239976,,,,,,,,,So-hee Bai,,,,,,,,,asian,BRO,,generated.photos_v3_0055927,,False,,False,185 lb,2026-07-29,2003-10-26,,5'-09'',2021-07-29,B,,F,,,False
,generated.photos_v3_0035023,,"789 Newell Lane, Nogales, AZ 85621",BLN,D46936543,,,,,,,,,Zoe Clark,,,,,,,,,white,BRO,,generated.photos_v3_0035023,,False,,False,175 lb,2027-08-04,1992-04-23,,5'-06'',2022-08-04,A,,F,,,False
,generated.photos_v3_0112488,,"321 Stone Avenue, Tucson, AZ 85701",BLN,D53307583,,,,,,,,,Kamila Thompson,,,,,,,,,white,GRA,,generated.photos_v3_0112488,,False,,False,188 lb,2026-02-26,2003-01-02,,5'-00'',2021-02-26,A,,F,,,False
,generated.photos_v3_0046967,,"8324 Casa Grande Avenue, Casa Grande, AZ 85122",BLK,D52108026,,,,,,,,,So-hee Abe,,,,,,,,,asian,BRO,,generated.photos_v3_0046967,,False,,False,178 lb,2029-03-05,1993-11-23,,5'-11'',2024-03-05,A,,F,,,False
,generated.photos_v3_0075411,,"4359 Hardy Road, Oro Valley, AZ 85737",BRO,D02538736,,,,,,,,,Eric Thomas,,,,,,,,,white,GRE,,generated.photos_v3_0075411,,False,,False,174 lb,2027-08-11,1987-06-11,,5'-10'',2022-08-11,D,,M,,,False
,generated.photos_v3_0059996_0728435_0488376,,"151 12th Street, Eloy, AZ 85131",BRO,D96910903,,,,,,,,,Aisha Rogers,,,,,,,,,black,BRO,,generated.photos_v3_0059996_0728435_0488376,,False,,False,170 lb,2029-01-06,1992-02-23,,5'-02'',2024-01-06,B,,F,,,False
,generated.photos_v3_0039169,,"950 3rd Street, Douglas, AZ 85607",BRO,D39131855,,,,,,,,,Linh Ishikawa,,,,,,,,,asian,BRO,,generated.photos_v3_0039169,,True,,False,121 lb,2029-08-04,1999-04-24,,5'-04'',2024-08-04,B,,F,,,False
,generated.photos_v3_0047729_0931598_0884479,,"468 E. Cherry Street, Cottonwood, AZ 86326",BRO,D10763321,,,,,,,,,Shakira Allen,,,,,,,,,black,BRO,,generated.photos_v3_0047729_0931598_0884479,,False,,False,127 lb,2027-01-18,1996-02-27,,6'-03'',2022-01-18,B,,F,,,False
,generated.photos_v3_0063529,,"617 Scottsdale Road, Scottsdale, AZ 85250",BLK,D80367212,,,,,,,,,Liying Zheng,,,,,,,,,asian,BRO,,generated.photos_v3_0063529,,False,,False,145 lb,2028-11-05,1998-01-03,,5'-04'',2023-11-05,C,,F,,,False
,generated.photos_v3_0047729_0931598_0055648,,"75 Elliot Road, Chandler, AZ 85224",BRO,D53836610,,,,,,,,,Tariq Lewis,,,,,,,,,black,BRO,,generated.photos_v3_0047729_0931598_0055648,,False,,False,103 lb,2025-06-21,1995-09-11,,5'-05'',2020-06-21,C,,M,,,False
,generated.photos_v3_0108166_0459351_0399613,,"3476 University Drive, Mesa, AZ 85201",BRO,D33771853,,,,,,,,,Shamar Jenkins,,,,,,,,,black,BRO,,generated.photos_v3_0108166_0459351_0399613,,False,,False,211 lb,2028-08-21,1995-09-27,,7'-01'',2023-08-21,A,,M,,,True
,generated.photos_v3_0014038,,"69 Watson Road, Buckeye, AZ 85326",BRO,D31584144,,,,,,,,,Aurora Garcia,,,,,,,,,white,GRE,,generated.photos_v3_0014038,,False,,False,103 lb,2025-11-18,1994-11-12,,7'-00'',2020-11-18,D,,F,,,False
,generated.photos_v3_0086943,,"2642 Butterfield Parkway, Florence, AZ 85132",BLK,D29795643,,,,,,,,,Yusuke Nakamura,,,,,,,,,asian,BRO,,generated.photos_v3_0086943,,False,,False,186 lb,2029-02-12,1999-12-11,,5'-09'',2024-02-12,D,,M,,,True
,generated.photos_v3_0072572_0465277_0983383,,"24 W. Mingus Avenue, Cottonwood, AZ 86326",BRO,D47897151,,,,,,,,,Shaunda Thomas,,,,,,,,,black,BRO,,generated.photos_v3_0072572_0465277_0983383,,False,,False,182 lb,2029-11-17,1988-07-09,,5'-10'',2024-11-17,C,,F,,,True
,generated.photos_v3_0069574,,"652 Cooper Road, Gilbert, AZ 85233",BRO,D72848833,,,,,,,,,Mariam Jones,,,,,,,,,white,BRO,,generated.photos_v3_0069574,,False,,False,185 lb,2026-01-23,1998-07-05,,5'-05'',2021-01-23,C,,F,,,False
,generated.photos_v3_0036299_0667120_0783213,,"9417 McCulloch Boulevard, Lake Havasu City, AZ 86403",BLK,D24588414,,,,,,,,,Donte Brooks,,,,,,,,,black,BRO,,generated.photos_v3_0036299_0667120_0783213,,False,,False,180 lb,2029-02-12,1997-05-31,,5'-10'',2024-02-12,D,,M,,,False
,generated.photos_v3_0021726_0081156_0555596,,"76 Apache Boulevard, Tempe, AZ 85281",BRO,D90668355,,,,,,,,,Latonya Morgan,,,,,,,,,black,BRO,,generated.photos_v3_0021726_0081156_0555596,,False,,False,121 lb,2025-01-05,1992-07-18,,5'-06'',2020-01-05,A,,F,,,False
,generated.photos_v3_0108166_0459351_0740187,,"3418 Roosevelt Street, Phoenix, AZ 85001",BRO,D48584813,,,,,,,,,Lakisha Gordon,,,,,,,,,black,BRO,,generated.photos_v3_0108166_0459351_0740187,,False,,False,199 lb,2029-07-03,1990-08-16,,5'-01'',2024-07-03,C,,F,,,False
,generated.photos_v3_0006158,,"50 7th Street, Douglas, AZ 85607",BLK,D75982056,,,,,,,,,Esteban Medina,,,,,,,,,latino,BRO,,generated.photos_v3_0006158,,False,,False,122 lb,2028-12-11,2001-09-10,,7'-00'',2023-12-11,A,,M,,,False
,generated.photos_v3_0060593,,"985 Pebble Creek Parkway, Goodyear, AZ 85338",BRO,D36922233,,,,,,,,,Arjun Yao,,,,,,,,,asian,BRO,,generated.photos_v3_0060593,,False,,False,181 lb,2027-08-23,1997-06-05,,7'-06'',2022-08-23,A,,M,,,True
,generated.photos_v3_0044357,,"9860 John Wayne Parkway, Maricopa, AZ 85138",BRO,D75821969,,,,,,,,,Jose Munoz,,,,,,,,,latino,BRO,,generated.photos_v3_0044357,,False,,False,225 lb,2027-08-05,1998-06-28,,6'-11'',2022-08-05,C,,M,,,False
,generated.photos_v3_0037540,,"644 Bowlin Road, Maricopa, AZ 85138",BRO,D24817474,,,,,,,,,Leah Rojas,,,,,,,,,latino,BRO,,generated.photos_v3_0037540,,False,,False,125 lb,2029-01-15,1992-05-04,,6'-05'',2024-01-15,A,,F,,,False
,generated.photos_v3_0015905,,"185 Camelback Road, Goodyear, AZ 85395",BRO,D32391006,,,,,,,,,Sofia Torres,,,,,,,,,latino,BRO,,generated.photos_v3_0015905,,False,,False,199 lb,2026-11-19,1992-08-22,,7'-03'',2021-11-19,D,,F,,,False
,generated.photos_v3_0103632,,"83 7th Street, Eloy, AZ 85131",BRO,D51975431,,,,,,,,,Hikaru Choudhury,,,,,,,,,asian,BRO,,generated.photos_v3_0103632,,False,,False,243 lb,2025-10-10,1987-04-30,,5'-04'',2020-10-10,C,,M,,,False
,generated.photos_v3_0069833_0379607_0497716,,"74 Palo Verde Road, Sahuarita, AZ 85629",BRO,D33379750,,,,,,,,,Deandre Cooper,,,,,,,,,black,BRO,,generated.photos_v3_0069833_0379607_0497716,,False,,False,177 lb,2029-12-09,2002-08-18,,5'-03'',2024-12-09,A,,M,,,False
,generated.photos_v3_0031482_0683247_0461490,,"997 Sun City Grand Boulevard, Surprise, AZ 85374",BRO,D46946535,,,,,,,,,Shanice Murphy,,,,,,,,,black,BRO,,generated.photos_v3_0031482_0683247_0461490,,False,,False,121 lb,2027-06-03,1999-09-27,,5'-10'',2022-06-03,B,,F,,,False
,generated.photos_v3_0015078,,"700 S. Forest Park Drive, Payson, AZ 85541",BLN,D66252498,,,,,,,,,Ellie Wilson,,,,,,,,,white,BRO,,generated.photos_v3_0015078,,False,,False,103 lb,2027-09-25,1988-08-26,,5'-05'',2022-09-25,C,,F,,,False
,generated.photos_v3_0094572,,"44 Sahuarita Road, Sahuarita, AZ 85629",BRO,D59771652,,,,,,,,,Jeffrey Wilson,,,,,,,,,white,BRO,,generated.photos_v3_0094572,,False,,False,109 lb,2026-03-16,1994-10-31,,5'-04'',2021-03-16,B,,M,,,False
,generated.photos_v3_0061935,,"702 Highway 95, Bullhead City, AZ 86442",BLK,D59980447,,,,,,,,,Gabriel Alvarez,,,,,,,,,latino,BRO,,generated.photos_v3_0061935,,False,,False,199 lb,2028-09-03,1992-10-22,,7'-05'',2023-09-03,A,,M,,,False
,generated.photos_v3_0072572_0465277_0286005,,"9554 Industrial Park Avenue, Nogales, AZ 85621",BRO,D89103827,,,,,,,,,Tasha Hill,,,,,,,,,black,BRO,,generated.photos_v3_0072572_0465277_0286005,,False,,False,189 lb,2028-04-24,1989-06-04,,5'-10'',2023-04-24,D,,F,,,False
,generated.photos_v3_0019497,,"861 Greenway Road, El Mirage, AZ 85335",BRO,D63970188,,,,,,,,,Ellie Stephenson,,,,,,,,,white,BRO,,generated.photos_v3_0019497,,False,,False,137 lb,2025-02-23,1997-06-20,,5'-02'',2020-02-23,C,,F,,,False
,generated.photos_v3_0094980,,"9842 Glendale Avenue, Glendale, AZ 85301",BLK,D85876807,,,,,,,,,Tariq Fisher,,,,,,,,,black,BRO,,generated.photos_v3_0094980,,False,,False,231 lb,2025-01-30,1997-03-05,,5'-05'',2020-01-30,A,,M,,,False
